id	email	latitude	longitude	timestamp
162	user1	38.0134675	23.6792583	2015-03-28 17:56:34
163	user1	38.0133062	23.679304	2015-03-28 17:59:36
164	user1	38.013401	23.6792802	2015-03-28 18:00:21
165	user1	38.0135086	23.6792617	2015-03-28 18:01:09
166	user1	38.0133674	23.6792773	2015-03-28 18:01:31
167	user1	38.013461	23.6792463	2015-03-28 18:02:43
168	user1	38.0133618	23.6792768	2015-03-28 18:05:08
169	user1	38.0135052	23.6792529	2015-03-28 18:05:41
170	user1	38.0134045	23.6792804	2015-03-28 18:06:10
171	user1	38.0135226	23.6792656	2015-03-28 18:07:40
172	user1	38.0134147	23.6792805	2015-03-28 18:08:30
173	user1	38.0133154	23.6792839	2015-03-28 18:11:02
174	user1	38.0134904	23.6792754	2015-03-28 18:11:32
175	user1	38.0133293	23.6793077	2015-03-28 18:12:23
176	user1	38.0134868	23.6792656	2015-03-28 18:13:13
177	user1	38.0133608	23.6792824	2015-03-28 18:13:35
178	user1	38.0134019	23.6792896	2015-03-28 18:14:55
179	user1	38.0135069	23.679256	2015-03-28 18:17:31
180	user1	38.0133927	23.6792708	2015-03-28 18:20:21
181	user1	38.0135915	23.6792389	2015-03-28 18:20:40
182	user1	38.0134998	23.6792671	2015-03-28 18:21:01
183	user1	38.0133892	23.6793265	2015-03-28 18:22:52
184	user1	38.0134775	23.679253	2015-03-28 18:24:05
185	user1	38.0133611	23.6792628	2015-03-28 18:24:42
186	user1	38.0134462	23.6792232	2015-03-28 18:25:42
187	user1	38.0133544	23.6792653	2015-03-28 18:26:07
188	user1	38.0134893	23.679268	2015-03-28 18:27:54
189	user1	38.0133708	23.6793048	2015-03-28 18:28:25
190	user1	38.0133981	23.6792855	2015-03-28 18:29:10
191	user1	38.0135106	23.6792682	2015-03-28 18:29:55
192	user1	38.0133713	23.6792977	2015-03-28 18:30:45
193	user1	38.0135144	23.6792572	2015-03-28 18:31:18
194	user1	38.013506	23.6792595	2015-03-28 18:31:59
195	user1	38.0134087	23.6792713	2015-03-28 18:33:00
196	user1	38.0135132	23.6792617	2015-03-28 18:39:20
197	user1	38.0134174	23.6792714	2015-03-28 18:40:01
198	user1	38.0135526	23.6792564	2015-03-28 18:41:22
199	user1	38.0135042	23.6792773	2015-03-28 18:58:51
200	user1	38.0134068	23.6792864	2015-03-28 19:00:27
201	user1	38.0134991	23.6792566	2015-03-28 19:01:07
202	user1	38.0133653	23.6793128	2015-03-28 19:06:12
203	user1	38.0134464	23.6792455	2015-03-28 19:06:37
212	user13	38.0154785	23.7394995	2015-03-29 00:14:41
213	user0	37.9545464	23.7226931	2015-03-29 13:40:13
214	user0	37.9540741	23.7232483	2015-03-29 13:40:30
226	user15	37.9504705	23.7352062	2015-03-30 05:56:08
235	user1	37.9685617	23.7664811	2015-03-30 12:11:36
236	user1	37.968553	23.7665129	2015-03-30 12:12:57
239	user16	39.6399316	22.4220842	2015-03-30 12:50:55
241	user16	39.63993151	22.42208696	2015-03-30 13:07:23
242	user16	39.63994408	22.42223755	2015-03-30 13:23:55
243	user16	39.63983492	22.42225826	2015-03-30 13:24:25
244	user16	39.63992661	22.42223161	2015-03-30 13:26:04
245	user16	39.64000941	22.42226821	2015-03-30 13:29:42
246	user16	39.64009772	22.4220238	2015-03-30 13:30:06
247	user16	39.64001269	22.42206226	2015-03-30 13:33:43
256	user1	37.9685816	23.7665184	2015-03-30 14:33:13
257	user1	37.968601	23.7665141	2015-03-30 14:39:54
258	user1	37.9686033	23.7664565	2015-03-30 14:40:02
259	user1	37.9686245	23.7664814	2015-03-30 14:40:23
260	user1	37.9686016	23.7664964	2015-03-30 14:41:02
261	user16	39.6398729	22.4221789	2015-03-30 14:46:32
264	user16	39.639807	22.4222887	2015-03-30 14:56:40
265	user16	39.6398733	22.4222049	2015-03-30 14:58:22
266	user16	39.6398207	22.4219933	2015-03-30 15:03:28
267	user16	39.6398865	22.4221234	2015-03-30 15:04:16
268	user16	39.6398906	22.4222511	2015-03-30 15:07:08
269	user16	39.6399001	22.4221253	2015-03-30 15:08:00
270	user16	39.64000747	22.42211596	2015-03-30 15:10:48
274	user1	37.9679328	23.7671531	2015-03-30 15:32:32
275	user1	37.9679078	23.7671704	2015-03-30 15:32:50
276	user1	37.9679415	23.7671401	2015-03-30 15:33:10
277	user1	37.9679439	23.7671648	2015-03-30 15:33:33
278	user1	37.9679388	23.7671422	2015-03-30 15:33:52
280	user1	37.9679017	23.7671651	2015-03-30 15:35:18
281	user1	37.9679466	23.7671389	2015-03-30 15:35:35
284	user1	37.9480171	23.7369321	2015-03-30 17:33:49
285	user1	37.9650502	23.7286167	2015-03-30 17:38:21
286	user1	37.9647941	23.728061	2015-03-30 17:38:31
287	user1	37.964538	23.7275053	2015-03-30 17:39:46
288	user1	37.9678821	23.728828	2015-03-30 17:40:11
289	user1	37.9741326	23.7342741	2015-03-30 17:41:30
290	user1	37.9736046	23.7306088	2015-03-30 17:42:47
291	user1	37.9771536	23.7324071	2015-03-30 17:43:21
292	user1	37.9809405	23.7292988	2015-03-30 17:44:43
293	user1	37.982835	23.7240318	2015-03-30 17:45:06
294	user1	37.9870425	23.721042	2015-03-30 17:46:54
295	user1	37.9895205	23.7213944	2015-03-30 17:47:45
296	user1	37.9919985	23.7217467	2015-03-30 17:48:14
297	user1	37.9921315	23.7219686	2015-03-30 17:48:25
298	user1	38.0075597	23.6986604	2015-03-30 17:54:45
299	user1	38.0063121	23.6996258	2015-03-30 17:55:05
300	user1	38.006808	23.6995841	2015-03-30 17:55:31
301	user1	38.0069255	23.6996258	2015-03-30 17:55:47
302	user1	38.006317	23.6997149	2015-03-30 17:56:25
303	user1	38.0061928	23.6997507	2015-03-30 17:56:45
304	user1	38.006214	23.699876	2015-03-30 17:58:36
305	user1	38.0061179	23.6998795	2015-03-30 17:59:10
306	user1	38.0063715	23.6996506	2015-03-30 17:59:36
307	user1	38.0066673	23.6976757	2015-03-30 18:00:10
308	user1	38.0041739	23.693048	2015-03-30 18:01:09
309	user1	38.0033984	23.6896818	2015-03-30 18:02:37
310	user1	38.0043578	23.6875619	2015-03-30 18:03:05
311	user1	38.0045626	23.6868013	2015-03-30 18:03:16
312	user1	38.006357	23.6841834	2015-03-30 18:04:24
313	user1	38.0094299	23.6802305	2015-03-30 18:05:49
314	user1	38.0099425	23.6796118	2015-03-30 18:06:00
315	user1	38.0099691	23.6795847	2015-03-30 18:06:29
316	user1	38.0102594	23.6791696	2015-03-30 18:06:45
317	user1	38.0104373	23.6789332	2015-03-30 18:07:07
318	user1	38.0105522	23.678798	2015-03-30 18:07:27
319	user1	38.0111024	23.6784283	2015-03-30 18:07:46
320	user1	38.0111697	23.6784278	2015-03-30 18:08:10
321	user1	38.0114629	23.6786945	2015-03-30 18:08:26
322	user1	38.0117122	23.6787091	2015-03-30 18:08:50
323	user1	38.0118612	23.6788131	2015-03-30 18:09:06
324	user1	38.0121741	23.6789326	2015-03-30 18:09:27
325	user1	38.0127598	23.6791308	2015-03-30 18:09:46
326	user1	38.0130267	23.6792712	2015-03-30 18:10:30
327	user1	38.0132306	23.6793562	2015-03-30 18:10:42
328	user1	38.0132716	23.6793955	2015-03-30 18:11:01
332	user17	37.96143365	23.63445205	2015-03-30 21:07:59
333	user17	37.96147049	23.63435149	2015-03-30 21:08:18
334	user17	37.9614118	23.6343458	2015-03-30 21:11:19
335	user17	37.9614788	23.6341795	2015-03-30 21:11:39
336	user17	37.9614443	23.6343293	2015-03-30 21:11:58
337	user17	37.9615415	23.6343765	2015-03-30 21:15:59
338	user17	37.9616402	23.6343589	2015-03-30 21:16:59
339	user17	37.9614707	23.6342309	2015-03-30 21:17:41
340	user17	37.9615416	23.6343071	2015-03-30 21:18:19
341	user17	37.9616436	23.6343669	2015-03-30 21:18:59
342	user17	37.9615625	23.6343776	2015-03-30 21:19:33
343	user17	37.9614818	23.6343007	2015-03-30 21:21:54
344	user17	37.9615858	23.6343702	2015-03-30 21:25:39
345	user17	37.9615448	23.6342803	2015-03-30 21:27:06
346	user17	37.9614925	23.6343754	2015-03-30 21:27:38
347	user17	37.9613942	23.6343416	2015-03-30 21:28:59
348	user17	37.9615032	23.6342986	2015-03-30 21:30:19
349	user17	37.9614193	23.6343582	2015-03-30 21:30:38
350	user17	37.9615667	23.6343693	2015-03-30 21:31:39
351	user17	37.9614154	23.6343346	2015-03-30 21:32:19
352	user17	37.9615045	23.6343765	2015-03-30 21:32:59
353	user17	37.9614803	23.6341534	2015-03-30 21:35:20
354	user17	37.961438	23.6343318	2015-03-30 21:35:36
355	user17	37.9616163	23.6343679	2015-03-30 21:35:57
356	user17	37.9614383	23.6343321	2015-03-30 21:36:20
357	user17	37.9614721	23.6341878	2015-03-30 21:38:17
358	user17	37.9615432	23.6343682	2015-03-30 21:38:39
359	user17	37.9614127	23.6343746	2015-03-30 21:39:39
360	user10	37.9594648	23.6988501	2015-03-30 22:21:01
361	user10	37.9594012	23.698756	2015-03-30 22:24:23
362	user10	37.9594744	23.6988342	2015-03-30 22:25:49
363	user10	37.9593504	23.6987807	2015-03-30 22:26:51
364	user10	37.9594889	23.6988182	2015-03-30 22:27:09
365	user10	37.959504	23.6988323	2015-03-30 22:35:18
366	user10	37.9593775	23.698754	2015-03-30 22:38:08
367	user10	37.9592849	23.6987345	2015-03-30 22:40:50
368	user10	37.959372	23.6987989	2015-03-30 22:52:19
369	user10	37.9592967	23.6987168	2015-03-30 22:54:58
370	user10	37.9592981	23.6988326	2015-03-30 23:08:44
371	user10	37.9593528	23.6988361	2015-03-30 23:10:41
372	user10	37.9592912	23.6986964	2015-03-30 23:11:50
373	user10	37.9593403	23.6988038	2015-03-30 23:13:06
374	user10	37.9592834	23.6987144	2015-03-30 23:14:02
375	user10	37.9593153	23.6988212	2015-03-30 23:16:34
376	user10	37.9593398	23.6986997	2015-03-30 23:17:19
377	user10	37.9594518	23.698906	2015-03-30 23:20:30
378	user10	37.9593116	23.6986814	2015-03-30 23:21:01
379	user10	37.9593162	23.6988095	2015-03-30 23:26:27
380	user10	37.9592971	23.6986876	2015-03-30 23:35:20
381	user10	37.9592745	23.6988029	2015-03-30 23:36:34
382	user10	37.9593669	23.6987782	2015-03-30 23:41:15
383	user10	37.9593468	23.6987505	2015-03-30 23:43:36
384	user10	37.9594262	23.6988588	2015-03-30 23:44:27
385	user10	37.9593268	23.698739	2015-03-30 23:44:46
386	user10	37.9593905	23.6988407	2015-03-30 23:48:44
387	user10	37.9593432	23.6987267	2015-03-30 23:49:28
388	user10	37.9594662	23.6988415	2015-03-30 23:56:13
389	user10	37.9593423	23.6987607	2015-03-30 23:57:26
390	user10	37.9593518	23.6988335	2015-03-30 23:58:33
391	user10	37.9592968	23.6987123	2015-03-30 23:59:30
392	user10	37.9593965	23.6987892	2015-03-30 23:59:52
393	user10	37.9593842	23.6989116	2015-03-31 00:02:51
394	user10	37.9593473	23.6987669	2015-03-31 00:02:58
395	user10	37.9594042	23.6989121	2015-03-31 00:03:18
396	user10	37.9593356	23.6987792	2015-03-31 00:03:37
397	user10	37.9594306	23.6988613	2015-03-31 00:06:25
398	user10	37.9593526	23.6987569	2015-03-31 00:07:02
399	user10	37.9594458	23.6988604	2015-03-31 00:08:16
423	user20	37.9995941	23.6673541	2015-03-31 11:52:25
427	user20	37.9995888	23.6671593	2015-03-31 11:56:26
428	user20	37.9996392	23.6672663	2015-03-31 11:59:57
429	user20	37.9995949	23.6671616	2015-03-31 12:01:47
430	user20	37.9996469	23.6672648	2015-03-31 12:04:53
431	user20	37.9995967	23.6671667	2015-03-31 12:08:50
440	user20	37.9996745	23.6672712	2015-03-31 12:32:54
441	user20	37.9995978	23.6671642	2015-03-31 12:38:01
443	user20	37.9996764	23.6672884	2015-03-31 12:43:09
445	user20	37.9996182	23.667175	2015-03-31 12:43:50
447	user22	37.9683617	23.7670234	2015-03-31 12:44:13
448	user21	37.9683748	23.7670024	2015-03-31 12:44:28
449	user22	37.9683711	23.7670159	2015-03-31 12:44:33
450	user21	37.9683614	23.7670127	2015-03-31 12:44:49
451	user22	37.9683442	23.7669805	2015-03-31 12:44:52
452	user21	37.9683548	23.7669581	2015-03-31 12:45:09
453	user22	37.9683409	23.7670006	2015-03-31 12:45:20
454	user22	37.9683399	23.7670161	2015-03-31 12:45:31
455	user21	37.9683752	23.7670155	2015-03-31 12:45:48
456	user22	37.9683441	23.767035	2015-03-31 12:45:53
457	user22	37.9683698	23.7670157	2015-03-31 12:46:12
458	user22	37.968334	23.7669926	2015-03-31 12:46:34
459	user22	37.9683519	23.7670069	2015-03-31 12:46:52
460	user22	37.9683616	23.7670127	2015-03-31 12:47:14
461	user22	37.9683478	23.7670012	2015-03-31 12:47:33
462	user22	37.9683554	23.7669671	2015-03-31 12:47:53
463	user22	37.9683407	23.7669867	2015-03-31 12:48:13
465	user1	38.0133469	23.6794287	2015-03-31 13:03:55
467	user1	38.0133361	23.6793786	2015-03-31 13:04:30
468	user1	38.0133135	23.6794291	2015-03-31 13:04:53
469	user1	38.0133452	23.6794093	2015-03-31 13:05:12
470	user24	37.9671176	23.7656002	2015-03-31 13:05:23
471	user1	38.0133317	23.6794144	2015-03-31 13:05:33
472	user24	37.9668203390686	23.765386605154127	2015-03-31 13:05:39
473	user1	38.0133101	23.6794097	2015-03-31 13:05:56
474	user24	37.96727698545376	23.765805734439084	2015-03-31 13:06:00
475	user1	38.0133342	23.6794199	2015-03-31 13:06:10
476	user24	37.9671431	23.7655558	2015-03-31 13:06:21
477	user1	38.0132994	23.6793811	2015-03-31 13:06:32
478	user24	37.9671401	23.7655253	2015-03-31 13:06:42
479	user24	37.9671278	23.7653768	2015-03-31 13:06:59
480	user1	38.0132868	23.679398	2015-03-31 13:07:11
481	user24	37.96704535247338	23.765750505840217	2015-03-31 13:07:19
482	user24	37.967083492038796	23.765781231932877	2015-03-31 13:07:42
483	user1	38.013331	23.6794148	2015-03-31 13:07:49
484	user24	37.9671296	23.7656169	2015-03-31 13:08:01
485	user1	38.0133035	23.6793974	2015-03-31 13:08:15
486	user24	37.967139	23.7654773	2015-03-31 13:08:24
487	user1	38.0133422	23.6793709	2015-03-31 13:08:31
488	user24	37.96712777782394	23.765810644618647	2015-03-31 13:08:42
489	user24	37.9671364	23.7654469	2015-03-31 13:09:01
490	user1	38.013325	23.6793763	2015-03-31 13:09:10
491	user1	38.0132966	23.6793632	2015-03-31 13:09:32
492	user1	38.0133122	23.6793798	2015-03-31 13:10:10
493	user1	38.0132953	23.6793687	2015-03-31 13:10:37
494	user1	38.0133084	23.6793609	2015-03-31 13:11:09
495	user1	38.01333	23.6794173	2015-03-31 13:11:31
496	user1	38.0133086	23.6793028	2015-03-31 13:18:02
497	user1	38.0134529	23.6793128	2015-03-31 13:18:19
498	user1	38.0134412	23.6792943	2015-03-31 13:18:39
499	user1	38.0133285	23.6793329	2015-03-31 13:18:59
500	user1	38.0133373	23.6794227	2015-03-31 13:19:19
501	user1	38.0133334	23.6794005	2015-03-31 13:19:39
502	user1	38.0133053	23.6793916	2015-03-31 13:19:59
503	user1	38.0134595	23.6792987	2015-03-31 13:20:19
504	user1	38.0133195	23.6793764	2015-03-31 13:20:39
505	user1	38.0133237	23.6794526	2015-03-31 13:20:59
506	user1	38.0134783	23.6792984	2015-03-31 13:21:19
507	user1	38.0132916	23.6793477	2015-03-31 13:21:40
508	user1	38.013436	23.6793033	2015-03-31 13:22:01
509	user1	38.0133149	23.6793956	2015-03-31 13:22:21
510	user1	38.0132773	23.6793752	2015-03-31 13:22:50
511	user1	38.0132847	23.6793266	2015-03-31 13:23:00
512	user1	38.0133108	23.6793498	2015-03-31 13:23:22
513	user1	38.0133308	23.6793183	2015-03-31 13:23:42
514	user1	38.0133508	23.6793325	2015-03-31 13:24:00
515	user1	38.0133255	23.6793528	2015-03-31 13:24:20
516	user1	38.0132682	23.6793225	2015-03-31 13:24:42
517	user1	38.0132778	23.679346	2015-03-31 13:25:00
518	user1	38.0132577	23.679356	2015-03-31 13:25:20
519	user1	38.0132558	23.6793447	2015-03-31 13:25:41
520	user1	38.0132995	23.6793553	2015-03-31 13:26:01
521	user1	38.0133404	23.6794158	2015-03-31 13:26:21
522	user1	38.013301	23.6793741	2015-03-31 13:26:41
523	user1	38.0132615	23.6793346	2015-03-31 13:27:01
524	user1	38.0132302	23.6793664	2015-03-31 13:27:21
525	user1	38.0132883	23.6793562	2015-03-31 13:27:42
526	user1	38.0133437	23.6794026	2015-03-31 13:28:03
527	user1	38.0132949	23.6793815	2015-03-31 13:28:21
528	user1	38.0132572	23.6793323	2015-03-31 13:28:42
529	user1	38.0132624	23.6793674	2015-03-31 13:29:01
530	user1	38.0132985	23.6793789	2015-03-31 13:29:21
531	user1	38.0132985	23.6794265	2015-03-31 13:29:42
532	user1	38.0132972	23.6793491	2015-03-31 13:30:01
533	user1	38.0132589	23.6793472	2015-03-31 13:30:42
534	user1	38.0133277	23.6794038	2015-03-31 13:31:03
535	user1	38.0133245	23.6794244	2015-03-31 13:31:22
536	user1	38.0133282	23.6794617	2015-03-31 13:31:42
537	user1	38.0132683	23.6793322	2015-03-31 13:32:02
538	user1	38.0132474	23.679362	2015-03-31 13:32:22
539	user1	38.0133385	23.679414	2015-03-31 13:32:44
540	user1	38.0133281	23.6794524	2015-03-31 13:33:04
541	user1	38.0133409	23.6794574	2015-03-31 13:33:24
542	user1	38.0134642	23.6793207	2015-03-31 13:33:52
543	user1	38.013324	23.679426	2015-03-31 13:34:12
544	user1	38.0132852	23.6793536	2015-03-31 13:34:53
545	user1	38.0132718	23.6793813	2015-03-31 13:35:09
546	user1	38.01331	23.6794048	2015-03-31 13:35:31
547	user1	38.0133195	23.6794153	2015-03-31 13:35:50
548	user12	37.97198	23.7612457	2015-03-31 13:47:44
549	user12	37.9723608	23.7598527	2015-03-31 13:48:00
551	user25	38.0112376	23.8564201	2015-03-31 14:09:42
552	user25	38.0112217	23.8564676	2015-03-31 14:10:01
553	user25	38.01126537	23.85642144	2015-03-31 14:11:02
554	user25	38.01126545	23.85642214	2015-03-31 14:11:23
555	user25	38.0111853	23.8564484	2015-03-31 14:11:42
556	user25	38.0111872	23.8564684	2015-03-31 14:12:06
557	user25	38.0111862	23.8564452	2015-03-31 14:12:43
558	user25	38.0112449	23.8564463	2015-03-31 14:13:03
559	user25	38.0111868	23.8564679	2015-03-31 14:13:23
560	user25	38.0112438	23.8564477	2015-03-31 14:13:44
561	user25	38.0112206	23.856503	2015-03-31 14:14:05
562	user25	38.0111871	23.8564697	2015-03-31 14:14:23
563	user25	38.0111967	23.8564239	2015-03-31 14:14:43
564	user25	38.0111871	23.8564658	2015-03-31 14:15:03
565	user25	38.0112207	23.8565157	2015-03-31 14:15:44
566	user25	38.0111956	23.8564418	2015-03-31 14:16:04
567	user25	38.0111898	23.8564653	2015-03-31 14:16:24
568	user25	38.0111989	23.856445	2015-03-31 14:16:44
569	user25	38.0111876	23.856469	2015-03-31 14:18:04
570	user25	38.0112515	23.8564489	2015-03-31 14:18:24
571	user25	38.0112213	23.8565218	2015-03-31 14:18:44
572	user25	38.0111879	23.8564681	2015-03-31 14:19:04
573	user25	38.0111982	23.8564462	2015-03-31 14:19:25
574	user25	38.0112504	23.856447	2015-03-31 14:20:04
575	user25	38.0111963	23.8564429	2015-03-31 14:20:26
576	user25	38.0111987	23.8564551	2015-03-31 14:21:05
577	user25	38.0112201	23.8565246	2015-03-31 14:21:25
579	user26	37.73776558830449	23.950529087228443	2015-03-31 14:46:33
580	user26	37.73805545806332	23.95028357330372	2015-03-31 14:47:33
581	user26	37.73802069969217	23.95039852585842	2015-03-31 14:47:53
582	user26	37.738015929340264	23.950583195907054	2015-03-31 14:48:13
583	user26	37.73805072429947	23.950619411089793	2015-03-31 14:48:33
584	user26	37.73811233773144	23.950604834320266	2015-03-31 14:49:13
585	user26	37.738115171447035	23.9505628111507	2015-03-31 14:49:33
586	user26	37.73816164434231	23.950520799067483	2015-03-31 14:50:14
587	user26	37.73816706948326	23.950509061449903	2015-03-31 14:50:35
588	user26	37.7380616199015	23.950099691545116	2015-03-31 14:56:56
589	user26	37.736791231474115	23.949958934918374	2015-03-31 14:57:16
590	user26	37.73846234997455	23.950244099273338	2015-03-31 14:57:36
591	user26	37.737994496717576	23.950269506132937	2015-03-31 14:57:56
592	user26	37.738003794591435	23.950263728196433	2015-03-31 15:02:57
593	user26	37.737998872322486	23.950281425839748	2015-03-31 15:03:17
594	user26	37.737968040133424	23.950301225424084	2015-03-31 15:03:37
595	user26	37.73800835136072	23.950301782790188	2015-03-31 15:03:57
596	user26	37.738018714211535	23.95029864136444	2015-03-31 15:04:17
597	user26	37.73800635294875	23.950311563140342	2015-03-31 15:04:37
598	user26	37.73803238668151	23.95030301795973	2015-03-31 15:10:40
599	user26	37.73802087506503	23.950304523083684	2015-03-31 15:10:59
600	user26	37.738012237632184	23.95032779243977	2015-03-31 15:12:18
601	user27	37.9752088	23.7606221	2015-03-31 15:18:39
602	user27	37.9752383	23.7606437	2015-03-31 15:18:59
603	user27	37.975214	23.7606331	2015-03-31 15:19:35
604	user26	37.73801942734497	23.950335608491976	2015-03-31 15:19:38
605	user26	37.73802801837971	23.950339835516466	2015-03-31 15:19:58
606	user27	37.9752221	23.760645	2015-03-31 15:20:18
607	user27	37.9752105	23.7606348	2015-03-31 15:20:49
608	user27	37.9752352	23.7606422	2015-03-31 15:20:59
609	user27	37.975215	23.7606281	2015-03-31 15:21:38
610	user27	37.9752235	23.7606372	2015-03-31 15:21:57
611	user27	37.9752229	23.7606568	2015-03-31 15:22:18
