id	email	level	plugged	temperature	voltage	timestamp
350	user6	63	0	272	3856	2015-03-28 01:13:09
351	user6	62	0	292	3813	2015-03-28 01:15:09
352	user6	61	0	298	3843	2015-03-28 01:17:49
353	user6	60	0	301	3833	2015-03-28 01:20:49
354	user6	59	0	305	3841	2015-03-28 01:24:10
355	user6	58	0	307	3827	2015-03-28 01:27:31
356	user6	59	0	258	3877	2015-03-28 01:48:02
357	user6	58	0	266	3795	2015-03-28 01:59:07
359	user6	48	0	300	3800	2015-03-28 04:11:57
360	user6	47	0	312	3776	2015-03-28 04:13:37
361	user6	46	0	317	3775	2015-03-28 04:16:38
362	user6	45	0	315	3748	2015-03-28 04:20:45
363	user6	44	0	322	3773	2015-03-28 04:24:45
364	user6	43	0	299	3742	2015-03-28 04:54:11
365	user6	42	0	283	3770	2015-03-28 05:12:37
366	user6	41	0	263	3778	2015-03-28 05:26:40
367	user8	99	1	0	0	2015-03-28 06:02:26
368	user6	40	0	280	3742	2015-03-28 06:28:39
369	user6	39	0	283	3768	2015-03-28 06:30:18
370	user6	39	2	251	3838	2015-03-28 06:45:43
371	user6	40	2	263	3855	2015-03-28 06:50:44
372	user6	41	2	265	3865	2015-03-28 06:54:04
373	user6	42	2	265	3877	2015-03-28 06:56:05
374	user6	43	2	266	3872	2015-03-28 06:59:25
375	user6	44	2	266	3876	2015-03-28 07:02:25
376	user6	45	2	266	3890	2015-03-28 07:03:45
377	user6	46	2	266	3887	2015-03-28 07:06:26
378	user6	47	2	266	3887	2015-03-28 07:09:06
379	user6	48	2	266	3896	2015-03-28 07:11:46
380	user6	49	2	266	3906	2015-03-28 07:14:47
381	user6	50	2	266	3902	2015-03-28 07:17:47
382	user6	51	2	266	3905	2015-03-28 07:20:48
383	user6	52	2	265	3906	2015-03-28 07:23:28
384	user6	53	2	265	3922	2015-03-28 07:26:28
385	user6	54	2	265	3915	2015-03-28 07:29:29
386	user6	55	2	265	3931	2015-03-28 07:33:09
387	user6	56	2	265	3935	2015-03-28 07:36:10
388	user6	57	2	264	3940	2015-03-28 07:39:10
389	user6	58	2	263	3937	2015-03-28 07:43:11
390	user6	59	2	263	3941	2015-03-28 07:46:11
391	user6	60	2	263	3946	2015-03-28 07:49:52
392	user6	61	2	263	3960	2015-03-28 07:51:52
393	user6	62	2	263	3956	2015-03-28 07:55:53
394	user6	63	2	263	3962	2015-03-28 07:59:54
395	user6	64	2	262	3968	2015-03-28 08:04:15
396	user6	65	2	262	3977	2015-03-28 08:08:35
397	user6	66	2	261	3996	2015-03-28 08:12:55
398	user6	67	2	261	4005	2015-03-28 08:17:57
399	user6	68	2	261	4011	2015-03-28 08:22:37
400	user6	68	0	262	3957	2015-03-28 08:23:18
401	user6	67	0	252	3917	2015-03-28 08:27:12
402	user6	66	0	239	3936	2015-03-28 08:39:23
403	user6	65	0	224	3910	2015-03-28 08:56:52
404	user6	64	0	235	3793	2015-03-28 09:00:30
405	user6	63	0	257	3827	2015-03-28 09:02:10
406	user6	62	0	283	3761	2015-03-28 09:03:51
407	user6	61	0	294	3822	2015-03-28 09:05:11
408	user6	60	0	308	3775	2015-03-28 09:06:51
409	user6	59	0	324	3781	2015-03-28 09:08:31
410	user6	58	0	340	3735	2015-03-28 09:09:52
411	user6	57	0	343	3785	2015-03-28 09:11:32
412	user6	56	0	336	3803	2015-03-28 09:13:32
413	user6	55	0	335	3780	2015-03-28 09:15:33
414	user6	54	0	336	3786	2015-03-28 09:17:33
415	user6	53	0	337	3746	2015-03-28 09:19:13
416	user6	52	0	339	3685	2015-03-28 09:21:13
417	user6	51	0	341	3750	2015-03-28 09:23:13
418	user6	50	0	342	3770	2015-03-28 09:26:34
419	user6	49	0	343	3748	2015-03-28 09:27:34
420	user6	48	0	347	3711	2015-03-28 09:29:55
421	user6	47	0	347	3752	2015-03-28 09:31:55
422	user6	46	0	350	3755	2015-03-28 09:33:55
423	user6	45	0	349	3735	2015-03-28 09:36:36
424	user6	44	0	346	3712	2015-03-28 09:39:16
425	user6	43	0	344	3716	2015-03-28 09:42:37
426	user6	42	0	343	3740	2015-03-28 09:45:57
427	user6	41	0	343	3743	2015-03-28 09:46:58
428	user6	40	0	344	3711	2015-03-28 09:51:18
429	user6	39	0	343	3731	2015-03-28 09:52:19
430	user6	38	0	343	3711	2015-03-28 09:55:19
431	user6	37	0	342	3683	2015-03-28 09:59:19
432	user6	36	0	339	3726	2015-03-28 10:00:20
433	user6	35	0	333	3706	2015-03-28 10:03:20
434	user6	34	0	333	3708	2015-03-28 10:06:00
435	user6	33	0	334	3705	2015-03-28 10:07:41
436	user6	32	0	335	3703	2015-03-28 10:11:01
437	user6	31	0	336	3698	2015-03-28 10:12:42
438	user6	30	0	336	3683	2015-03-28 10:14:01
439	user6	29	0	337	3696	2015-03-28 10:17:02
440	user6	28	0	338	3697	2015-03-28 10:18:42
441	user6	27	0	338	3685	2015-03-28 10:21:23
442	user6	26	0	338	3691	2015-03-28 10:22:43
443	user6	25	0	339	3678	2015-03-28 10:25:44
444	user6	24	0	338	3686	2015-03-28 10:27:04
445	user6	23	0	339	3673	2015-03-28 10:29:44
446	user6	22	0	341	3667	2015-03-28 10:31:04
447	user6	21	0	342	3675	2015-03-28 10:33:25
448	user6	20	0	343	3636	2015-03-28 10:36:05
449	user6	19	0	337	3670	2015-03-28 10:38:06
450	user6	18	0	334	3647	2015-03-28 10:40:26
451	user6	17	0	327	3651	2015-03-28 10:43:47
452	user6	16	0	337	3597	2015-03-28 10:46:08
453	user6	15	0	339	3617	2015-03-28 10:48:48
454	user10	64	0	269	3833	2015-03-28 13:06:31
455	user10	64	0	272	3872	2015-03-28 13:07:11
456	user10	64	0	274	3852	2015-03-28 13:07:32
457	user10	64	0	274	3833	2015-03-28 13:08:11
458	user10	64	0	275	3832	2015-03-28 13:08:31
459	user10	64	0	276	3840	2015-03-28 13:09:11
460	user10	63	0	276	3815	2015-03-28 13:09:32
461	user10	63	0	275	3927	2015-03-28 13:10:32
462	user10	63	0	275	3920	2015-03-28 13:10:52
463	user10	63	0	275	3917	2015-03-28 13:11:12
464	user10	63	0	275	3940	2015-03-28 13:11:37
465	user10	63	0	274	3941	2015-03-28 13:12:38
466	user10	63	0	273	3943	2015-03-28 13:13:35
467	user10	63	0	272	3946	2015-03-28 13:14:15
468	user10	63	0	272	3920	2015-03-28 13:14:57
469	user10	63	0	271	3943	2015-03-28 13:15:18
470	user10	63	0	271	3945	2015-03-28 13:15:58
471	user10	63	0	270	3947	2015-03-28 13:16:36
472	user10	63	0	271	3816	2015-03-28 13:17:16
473	user10	63	0	273	3748	2015-03-28 13:17:37
474	user10	62	0	275	3798	2015-03-28 13:18:17
475	user10	62	0	278	3787	2015-03-28 13:18:56
476	user10	62	0	282	3826	2015-03-28 13:19:17
477	user10	61	0	284	3816	2015-03-28 13:19:57
478	user10	61	0	286	3701	2015-03-28 13:20:17
479	user10	61	0	289	3712	2015-03-28 13:20:57
480	user10	61	0	291	3782	2015-03-28 13:21:17
481	user10	60	0	293	3796	2015-03-28 13:21:57
482	user10	60	0	295	3708	2015-03-28 13:22:37
483	user10	60	0	298	3866	2015-03-28 13:22:57
484	user10	60	0	299	3880	2015-03-28 13:23:38
485	user10	60	0	298	3888	2015-03-28 13:24:18
486	user10	60	0	298	3886	2015-03-28 13:24:38
487	user10	59	0	298	3660	2015-03-28 13:25:18
488	user10	59	0	299	3610	2015-03-28 13:25:58
489	user10	59	0	301	3648	2015-03-28 13:26:38
490	user10	58	0	304	3747	2015-03-28 13:27:18
491	user10	58	0	305	3875	2015-03-28 13:27:54
492	user10	58	0	304	3875	2015-03-28 13:28:21
493	user10	58	0	304	3865	2015-03-28 13:28:43
494	user10	58	0	303	3878	2015-03-28 13:29:20
495	user10	58	0	303	3873	2015-03-28 13:29:42
496	user10	58	0	302	3873	2015-03-28 13:30:03
497	user10	58	0	302	3847	2015-03-28 13:30:26
498	user10	58	0	301	3881	2015-03-28 13:30:53
499	user10	58	0	300	3880	2015-03-28 13:31:43
500	user10	58	0	299	3880	2015-03-28 13:32:23
501	user10	58	0	298	3865	2015-03-28 13:32:48
502	user10	58	0	298	3850	2015-03-28 13:33:08
503	user10	58	0	297	3881	2015-03-28 13:33:46
504	user10	58	0	296	3871	2015-03-28 13:34:08
505	user10	58	0	295	3880	2015-03-28 13:34:47
506	user10	58	0	294	3878	2015-03-28 13:35:28
507	user10	58	0	293	3878	2015-03-28 13:36:47
508	user10	58	0	292	3861	2015-03-28 13:37:10
509	user10	57	0	291	3841	2015-03-28 13:37:49
510	user10	57	0	290	3878	2015-03-28 13:38:32
511	user10	57	0	289	3877	2015-03-28 13:39:10
512	user10	57	0	289	3856	2015-03-28 13:39:33
513	user10	57	0	288	3878	2015-03-28 13:40:12
514	user10	57	0	287	3876	2015-03-28 13:40:53
515	user10	57	0	286	3875	2015-03-28 13:41:49
516	user10	57	0	286	3891	2015-03-28 13:42:13
517	user10	57	0	285	3865	2015-03-28 13:42:33
518	user10	57	0	284	3871	2015-03-28 13:42:54
519	user10	57	0	283	3850	2015-03-28 13:43:18
520	user10	57	0	282	3868	2015-03-28 13:43:55
521	user10	57	0	281	3882	2015-03-28 13:44:16
522	user10	57	0	281	3852	2015-03-28 13:44:38
523	user10	57	0	282	3892	2015-03-28 13:45:17
524	user10	57	0	283	3876	2015-03-28 13:45:37
525	user10	57	0	283	3697	2015-03-28 13:45:57
526	user10	56	0	284	3760	2015-03-28 13:46:37
527	user10	56	0	286	3628	2015-03-28 13:47:17
528	user10	56	0	288	3630	2015-03-28 13:47:37
529	user10	56	0	290	3846	2015-03-28 13:48:17
530	user10	56	0	290	3870	2015-03-28 13:48:57
531	user10	56	0	290	3866	2015-03-28 13:49:17
532	user10	55	0	289	3876	2015-03-28 13:49:55
533	user10	55	0	289	3870	2015-03-28 13:50:17
534	user10	55	0	288	3853	2015-03-28 13:50:38
535	user10	55	0	288	3862	2015-03-28 13:51:05
536	user10	55	0	286	3860	2015-03-28 13:51:57
537	user10	55	0	286	3868	2015-03-28 13:52:20
538	user10	55	0	285	3860	2015-03-28 13:52:45
539	user10	55	0	284	3878	2015-03-28 13:53:19
540	user10	55	0	284	3856	2015-03-28 13:53:43
541	user10	55	0	283	3872	2015-03-28 13:54:03
542	user10	55	0	284	3792	2015-03-28 13:54:44
543	user10	55	0	284	3763	2015-03-28 13:55:24
544	user10	55	0	284	3812	2015-03-28 13:55:44
545	user10	55	0	284	3766	2015-03-28 13:56:24
546	user10	54	0	284	3808	2015-03-28 13:57:04
547	user10	54	0	283	3866	2015-03-28 13:58:05
548	user10	54	0	283	3858	2015-03-28 13:58:25
549	user10	54	0	282	3868	2015-03-28 13:59:00
550	user10	54	0	282	3866	2015-03-28 13:59:21
551	user10	54	0	281	3860	2015-03-28 13:59:41
552	user10	54	0	280	3871	2015-03-28 14:00:08
553	user10	54	0	279	3872	2015-03-28 14:01:04
554	user10	54	0	279	3852	2015-03-28 14:01:23
555	user10	54	0	278	3848	2015-03-28 14:02:01
556	user10	54	0	277	3870	2015-03-28 14:02:25
557	user10	54	0	277	3860	2015-03-28 14:02:46
558	user10	54	0	277	3863	2015-03-28 14:03:07
559	user10	54	0	276	3856	2015-03-28 14:03:29
560	user10	54	0	275	3865	2015-03-28 14:03:53
561	user10	54	0	274	3871	2015-03-28 14:04:49
562	user10	54	0	273	3871	2015-03-28 14:05:26
563	user10	54	0	273	3850	2015-03-28 14:05:47
564	user10	54	0	272	3845	2015-03-28 14:06:26
565	user10	54	0	271	3838	2015-03-28 14:06:47
566	user10	53	0	271	3838	2015-03-28 14:07:25
567	user10	53	0	270	3861	2015-03-28 14:07:49
568	user10	53	0	270	3865	2015-03-28 14:08:11
569	user10	53	0	269	3865	2015-03-28 14:08:32
570	user10	53	0	269	3867	2015-03-28 14:08:57
571	user10	53	0	269	3852	2015-03-28 14:09:21
572	user10	53	0	268	3865	2015-03-28 14:09:44
573	user10	53	0	267	3858	2015-03-28 14:10:28
574	user10	53	0	267	3852	2015-03-28 14:10:48
575	user10	53	0	267	3850	2015-03-28 14:11:11
576	user10	53	0	266	3853	2015-03-28 14:11:31
577	user10	53	0	266	3866	2015-03-28 14:12:08
578	user10	53	0	265	3866	2015-03-28 14:12:49
579	user10	53	0	265	3841	2015-03-28 14:13:09
580	user10	53	0	265	3847	2015-03-28 14:13:29
581	user10	53	0	264	3863	2015-03-28 14:13:52
582	user10	53	0	264	3867	2015-03-28 14:14:31
583	user10	53	0	264	3835	2015-03-28 14:14:50
584	user10	53	0	264	3856	2015-03-28 14:15:11
585	user10	53	0	263	3831	2015-03-28 14:15:31
586	user10	53	0	263	3855	2015-03-28 14:15:51
587	user11	22	0	296	3686	2015-03-28 14:16:03
588	user10	53	0	263	3853	2015-03-28 14:16:12
589	user10	53	0	263	3847	2015-03-28 14:16:52
590	user10	53	0	264	3855	2015-03-28 14:17:12
591	user10	53	0	264	3841	2015-03-28 14:17:50
592	user11	21	0	291	3707	2015-03-28 14:18:06
593	user10	53	0	264	3865	2015-03-28 14:18:32
594	user10	53	0	264	3852	2015-03-28 14:18:52
595	user10	53	0	264	3846	2015-03-28 14:19:12
596	user10	53	0	264	3862	2015-03-28 14:19:39
597	user10	53	0	263	3863	2015-03-28 14:20:30
598	user10	53	0	263	3866	2015-03-28 14:21:14
599	user10	53	0	262	3855	2015-03-28 14:22:15
600	user10	52	0	262	3865	2015-03-28 14:22:53
601	user10	52	0	263	3852	2015-03-28 14:23:33
602	user10	52	0	262	3833	2015-03-28 14:24:35
603	user10	52	0	262	3836	2015-03-28 14:25:14
604	user10	52	0	262	3763	2015-03-28 14:25:54
605	user10	52	0	263	3757	2015-03-28 14:26:34
606	user10	52	0	265	3785	2015-03-28 14:26:54
607	user10	52	0	267	3763	2015-03-28 14:27:34
608	user10	51	0	268	3773	2015-03-28 14:27:54
609	user10	51	0	270	3763	2015-03-28 14:28:34
610	user10	51	0	271	3766	2015-03-28 14:29:14
611	user10	51	0	272	3812	2015-03-28 14:29:34
612	user10	51	0	272	3852	2015-03-28 14:30:17
613	user12	75	0	332	3959	2015-03-28 14:30:36
614	user10	51	0	272	3843	2015-03-28 14:30:46
615	user12	75	0	336	3920	2015-03-28 14:30:57
616	user10	51	0	272	3842	2015-03-28 14:31:26
617	user10	51	0	271	3853	2015-03-28 14:32:21
618	user10	51	0	271	3837	2015-03-28 14:32:50
619	user10	51	0	270	3855	2015-03-28 14:33:20
620	user10	51	0	268	3855	2015-03-28 14:34:01
621	user10	51	0	266	3853	2015-03-28 14:34:42
622	user10	51	0	265	3845	2015-03-28 14:35:02
623	user10	51	0	264	3833	2015-03-28 14:35:23
624	user10	51	0	263	3846	2015-03-28 14:35:43
625	user10	51	0	261	3843	2015-03-28 14:36:23
626	user10	51	0	260	3836	2015-03-28 14:36:43
627	user10	50	0	259	3750	2015-03-28 14:37:23
628	user10	50	0	260	3836	2015-03-28 14:37:43
629	user10	50	0	260	3832	2015-03-28 14:38:24
630	user10	50	0	261	3837	2015-03-28 14:38:44
631	user10	50	0	261	3840	2015-03-28 14:39:04
632	user10	50	0	261	3838	2015-03-28 14:39:24
633	user10	50	0	261	3833	2015-03-28 14:39:44
634	user10	50	0	261	3841	2015-03-28 14:40:24
635	user10	50	0	260	3840	2015-03-28 14:41:44
636	user10	50	0	258	3838	2015-03-28 14:42:04
637	user10	50	0	257	3832	2015-03-28 14:42:24
638	user10	50	0	255	3837	2015-03-28 14:42:45
639	user10	50	0	254	3833	2015-03-28 14:43:04
640	user10	50	0	251	3842	2015-03-28 14:43:47
641	user10	50	0	249	3848	2015-03-28 14:44:25
642	user10	50	0	248	3817	2015-03-28 14:44:46
643	user10	49	0	246	3830	2015-03-28 14:45:26
644	user10	49	0	246	3836	2015-03-28 14:45:46
645	user10	49	0	246	3828	2015-03-28 14:46:06
646	user10	49	0	248	3837	2015-03-28 14:46:26
647	user10	49	0	250	3827	2015-03-28 14:46:46
648	user10	49	0	252	3833	2015-03-28 14:47:06
649	user10	49	0	254	3832	2015-03-28 14:47:46
650	user10	49	0	256	3835	2015-03-28 14:48:06
651	user10	49	0	257	3835	2015-03-28 14:48:27
652	user1	50	0	226	3766	2015-03-28 15:05:18
653	user1	50	0	239	3774	2015-03-28 15:06:05
654	user10	48	0	296	3822	2015-03-28 15:06:32
655	user1	50	0	234	3797	2015-03-28 15:06:44
656	user10	48	0	297	3625	2015-03-28 15:06:55
657	user10	48	0	296	3611	2015-03-28 15:07:41
658	user10	47	0	297	3531	2015-03-28 15:08:01
659	user1	50	0	226	3782	2015-03-28 15:08:33
660	user1	50	0	244	3801	2015-03-28 15:13:16
661	user1	50	0	217	3777	2015-03-28 15:16:34
662	user1	49	0	215	3786	2015-03-28 15:18:34
